,Dates,Close
0,2022-04-14 14:30:00,171.08
1,2022-04-14 14:35:00,170.34
2,2022-04-14 14:40:00,169.649
3,2022-04-14 14:45:00,170.049
4,2022-04-14 14:50:00,169.389
5,2022-04-14 14:55:00,169.425
6,2022-04-14 15:00:00,169.35
7,2022-04-14 15:05:00,168.45
8,2022-04-14 15:10:00,168.431
9,2022-04-14 15:15:00,168.13
10,2022-04-14 15:20:00,168.54
11,2022-04-14 15:25:00,168.429
12,2022-04-14 15:30:00,168.59
13,2022-04-14 15:35:00,168.2
14,2022-04-14 15:40:00,168.2
15,2022-04-14 15:45:00,168.11
16,2022-04-14 15:50:00,168.015
17,2022-04-14 15:55:00,168.0
18,2022-04-14 16:00:00,167.875
19,2022-04-14 16:05:00,167.68
20,2022-04-14 16:10:00,168.06
21,2022-04-14 16:15:00,167.835
22,2022-04-14 16:20:00,168.21
23,2022-04-14 16:25:00,168.25
24,2022-04-14 16:30:00,167.96
25,2022-04-14 16:35:00,167.72
26,2022-04-14 16:40:00,167.49
27,2022-04-14 16:45:00,167.47
28,2022-04-14 16:50:00,167.377
29,2022-04-14 16:55:00,167.425
30,2022-04-14 17:00:00,167.54
31,2022-04-14 17:05:00,167.79
32,2022-04-14 17:10:00,167.485
33,2022-04-14 17:15:00,167.385
34,2022-04-14 17:20:00,167.285
35,2022-04-14 17:25:00,166.9
36,2022-04-14 17:30:00,166.85
37,2022-04-14 17:35:00,166.9
38,2022-04-14 17:40:00,166.761
39,2022-04-14 17:45:00,166.675
40,2022-04-14 17:50:00,166.636
41,2022-04-14 17:55:00,166.85
42,2022-04-14 18:00:00,166.835
43,2022-04-14 18:05:00,166.7
44,2022-04-14 18:10:00,166.79
45,2022-04-14 18:15:00,166.715
46,2022-04-14 18:20:00,166.725
47,2022-04-14 18:25:00,166.565
48,2022-04-14 18:30:00,166.66
49,2022-04-14 18:35:00,166.635
50,2022-04-14 18:40:00,166.815
51,2022-04-14 18:45:00,167.01
52,2022-04-14 18:50:00,166.885
53,2022-04-14 18:55:00,167.15
54,2022-04-14 19:00:00,167.24
55,2022-04-14 19:05:00,167.097
56,2022-04-14 19:10:00,167.09
57,2022-04-14 19:15:00,166.76
58,2022-04-14 19:20:00,166.63
59,2022-04-14 19:25:00,166.68
60,2022-04-14 19:30:00,166.45
61,2022-04-14 19:35:00,166.405
62,2022-04-14 19:40:00,166.365
63,2022-04-14 19:45:00,166.445
64,2022-04-14 19:50:00,166.085
65,2022-04-14 19:55:00,165.945
66,2022-04-14 20:00:00,166.06
67,2022-04-14 20:05:00,165.815
68,2022-04-14 20:10:00,165.78
69,2022-04-14 20:15:00,166.19
70,2022-04-14 20:20:00,166.084
71,2022-04-14 20:25:00,165.845
72,2022-04-14 20:30:00,165.75
73,2022-04-14 20:35:00,165.78
74,2022-04-14 20:40:00,165.94
75,2022-04-14 20:45:00,165.52
76,2022-04-14 20:50:00,165.525
77,2022-04-14 20:55:00,165.29
78,2022-04-14 21:25:00,165.29
79,2022-04-18 14:30:00,165.23
80,2022-04-18 14:35:00,165.04
81,2022-04-18 14:40:00,165.4
82,2022-04-18 14:45:00,165.29
83,2022-04-18 14:50:00,164.4
84,2022-04-18 14:55:00,164.457
85,2022-04-18 15:00:00,164.94
86,2022-04-18 15:05:00,164.57
87,2022-04-18 15:10:00,165.475
88,2022-04-18 15:15:00,165.54
89,2022-04-18 15:20:00,166.21
90,2022-04-18 15:25:00,166.19
91,2022-04-18 15:30:00,166.294
92,2022-04-18 15:35:00,166.19
93,2022-04-18 15:40:00,166.426
94,2022-04-18 15:45:00,166.12
95,2022-04-18 15:50:00,165.71
96,2022-04-18 15:55:00,165.51
97,2022-04-18 16:00:00,165.54
98,2022-04-18 16:05:00,165.32
99,2022-04-18 16:10:00,165.265
100,2022-04-18 16:15:00,164.889
101,2022-04-18 16:20:00,164.71
102,2022-04-18 16:25:00,164.605
103,2022-04-18 16:30:00,164.57
104,2022-04-18 16:35:00,164.53
105,2022-04-18 16:40:00,164.555
106,2022-04-18 16:45:00,164.31
107,2022-04-18 16:50:00,164.495
108,2022-04-18 16:55:00,164.74
109,2022-04-18 17:00:00,164.72
