,Dates,Close
0,2022-04-14 14:30:00,3107.02
1,2022-04-14 14:35:00,3091.13
2,2022-04-14 14:40:00,3090.25
3,2022-04-14 14:45:00,3088.53
4,2022-04-14 14:50:00,3079.41
5,2022-04-14 14:55:00,3076.41
6,2022-04-14 15:00:00,3073.635
7,2022-04-14 15:05:00,3059.41
8,2022-04-14 15:10:00,3063.12
9,2022-04-14 15:15:00,3067.92
10,2022-04-14 15:20:00,3067.71
11,2022-04-14 15:25:00,3069.0
12,2022-04-14 15:30:00,3071.785
13,2022-04-14 15:35:00,3059.85
14,2022-04-14 15:40:00,3062.64
15,2022-04-14 15:45:00,3055.181
16,2022-04-14 15:50:00,3061.73
17,2022-04-14 15:55:00,3069.0
18,2022-04-14 16:00:00,3069.67
19,2022-04-14 16:05:00,3068.4
20,2022-04-14 16:10:00,3068.92
21,2022-04-14 16:15:00,3066.93
22,2022-04-14 16:20:00,3072.99
23,2022-04-14 16:25:00,3073.52
24,2022-04-14 16:30:00,3067.13
25,2022-04-14 16:35:00,3066.18
26,2022-04-14 16:40:00,3060.95
27,2022-04-14 16:45:00,3062.54
28,2022-04-14 16:50:00,3059.15
29,2022-04-14 16:55:00,3061.86
30,2022-04-14 17:00:00,3060.331
31,2022-04-14 17:05:00,3063.0
32,2022-04-14 17:10:00,3060.96
33,2022-04-14 17:15:00,3059.16
34,2022-04-14 17:20:00,3058.275
35,2022-04-14 17:25:00,3055.0
36,2022-04-14 17:30:00,3054.82
37,2022-04-14 17:35:00,3056.163
38,2022-04-14 17:40:00,3046.485
39,2022-04-14 17:45:00,3044.875
40,2022-04-14 17:50:00,3041.88
41,2022-04-14 17:55:00,3046.905
42,2022-04-14 18:00:00,3047.425
43,2022-04-14 18:05:00,3046.975
44,2022-04-14 18:10:00,3049.0
45,2022-04-14 18:15:00,3048.14
46,2022-04-14 18:20:00,3045.99
47,2022-04-14 18:25:00,3045.4
48,2022-04-14 18:30:00,3049.07
49,2022-04-14 18:35:00,3051.335
50,2022-04-14 18:40:00,3053.835
51,2022-04-14 18:45:00,3056.59
52,2022-04-14 18:50:00,3052.98
53,2022-04-14 18:55:00,3054.63
