,Dates,Close
0,2022-04-14 14:30:00,2592.45
1,2022-04-14 14:35:00,2587.105
2,2022-04-14 14:40:00,2573.43
3,2022-04-14 14:45:00,2570.0
4,2022-04-14 14:50:00,2567.76
5,2022-04-14 14:55:00,2570.55
6,2022-04-14 15:00:00,2572.84
7,2022-04-14 15:05:00,2555.76
8,2022-04-14 15:10:00,2553.0
9,2022-04-14 15:15:00,2555.0
10,2022-04-14 15:20:00,2556.66
11,2022-04-14 15:25:00,2555.34
12,2022-04-14 15:30:00,2556.74
13,2022-04-14 15:35:00,2556.28
14,2022-04-14 15:40:00,2558.45
15,2022-04-14 15:45:00,2561.14
16,2022-04-14 15:50:00,2560.245
17,2022-04-14 15:55:00,2563.54
18,2022-04-14 16:00:00,2565.59
19,2022-04-14 16:05:00,2560.865
20,2022-04-14 16:10:00,2565.83
21,2022-04-14 16:15:00,2560.71
22,2022-04-14 16:20:00,2567.0
23,2022-04-14 16:25:00,2568.61
24,2022-04-14 16:30:00,2563.4
25,2022-04-14 16:35:00,2560.0
26,2022-04-14 16:40:00,2555.32
27,2022-04-14 16:45:00,2556.413
28,2022-04-14 16:50:00,2555.71
29,2022-04-14 16:55:00,2556.975
30,2022-04-14 17:00:00,2555.72
31,2022-04-14 17:05:00,2555.97
32,2022-04-14 17:10:00,2552.925
33,2022-04-14 17:15:00,2552.37
34,2022-04-14 17:20:00,2549.38
35,2022-04-14 17:25:00,2545.19
36,2022-04-14 17:30:00,2544.02
37,2022-04-14 17:35:00,2541.748
38,2022-04-14 17:40:00,2538.209
39,2022-04-14 17:45:00,2537.674
40,2022-04-14 17:50:00,2539.01
41,2022-04-14 17:55:00,2542.0
42,2022-04-14 18:00:00,2543.92
43,2022-04-14 18:05:00,2546.87
44,2022-04-14 18:10:00,2546.443
45,2022-04-14 18:15:00,2547.81
46,2022-04-14 18:20:00,2547.94
47,2022-04-14 18:25:00,2547.6
48,2022-04-14 18:30:00,2549.75
49,2022-04-14 18:35:00,2551.29
50,2022-04-14 18:40:00,2554.07
51,2022-04-14 18:45:00,2557.67
52,2022-04-14 18:50:00,2558.54
53,2022-04-14 18:55:00,2564.31
54,2022-04-14 19:00:00,2567.25
55,2022-04-14 19:05:00,2562.07
56,2022-04-14 19:10:00,2565.54
57,2022-04-14 19:15:00,2558.68
58,2022-04-14 19:20:00,2555.0
59,2022-04-14 19:25:00,2557.54
60,2022-04-14 19:30:00,2555.62
61,2022-04-14 19:35:00,2554.01
62,2022-04-14 19:40:00,2556.33
63,2022-04-14 19:45:00,2557.34
64,2022-04-14 19:50:00,2547.0
65,2022-04-14 19:55:00,2545.045
66,2022-04-14 20:00:00,2546.319
67,2022-04-14 20:05:00,2543.86
68,2022-04-14 20:10:00,2542.36
69,2022-04-14 20:15:00,2548.12
70,2022-04-14 20:20:00,2545.56
71,2022-04-14 20:25:00,2541.285
72,2022-04-14 20:30:00,2539.94
73,2022-04-14 20:35:00,2537.96
74,2022-04-14 20:40:00,2539.58
75,2022-04-14 20:45:00,2537.63
76,2022-04-14 20:50:00,2535.04
77,2022-04-14 20:55:00,2534.6
78,2022-04-14 21:25:00,2534.6
79,2022-04-18 14:30:00,2544.98
80,2022-04-18 14:35:00,2545.07
81,2022-04-18 14:40:00,2546.14
82,2022-04-18 14:45:00,2543.31
83,2022-04-18 14:50:00,2540.88
84,2022-04-18 14:55:00,2542.87
85,2022-04-18 15:00:00,2552.3
86,2022-04-18 15:05:00,2547.3
87,2022-04-18 15:10:00,2554.005
88,2022-04-18 15:15:00,2556.905
89,2022-04-18 15:20:00,2563.0
90,2022-04-18 15:25:00,2560.01
91,2022-04-18 15:30:00,2558.6
92,2022-04-18 15:35:00,2560.64
93,2022-04-18 15:40:00,2561.37
94,2022-04-18 15:45:00,2558.12
95,2022-04-18 15:50:00,2553.0
96,2022-04-18 15:55:00,2551.08
97,2022-04-18 16:00:00,2553.63
98,2022-04-18 16:05:00,2553.17
99,2022-04-18 16:10:00,2551.13
100,2022-04-18 16:15:00,2544.585
101,2022-04-18 16:20:00,2539.75
102,2022-04-18 16:25:00,2540.12
103,2022-04-18 16:30:00,2539.09
104,2022-04-18 16:35:00,2538.22
105,2022-04-18 16:40:00,2540.8
106,2022-04-18 16:45:00,2539.02
107,2022-04-18 16:50:00,2541.87
108,2022-04-18 16:55:00,2545.0
109,2022-04-18 17:00:00,2540.22
110,2022-04-18 17:05:00,2541.2
111,2022-04-18 17:10:00,2529.09
112,2022-04-18 17:15:00,2530.88
113,2022-04-18 17:20:00,2528.955
114,2022-04-18 17:25:00,2525.0
115,2022-04-18 17:30:00,2525.522
116,2022-04-18 17:35:00,2525.865
117,2022-04-18 17:40:00,2525.535
118,2022-04-18 17:45:00,2525.5
119,2022-04-18 17:50:00,2527.95
120,2022-04-18 17:55:00,2527.72
121,2022-04-18 18:00:00,2525.975
122,2022-04-18 18:05:00,2531.62
123,2022-04-18 18:10:00,2533.15
124,2022-04-18 18:15:00,2527.82
125,2022-04-18 18:20:00,2530.0
126,2022-04-18 18:25:00,2530.507
127,2022-04-18 18:30:00,2544.56
128,2022-04-18 18:35:00,2551.958
129,2022-04-18 18:40:00,2555.0
130,2022-04-18 18:45:00,2557.16
131,2022-04-18 18:50:00,2558.15
132,2022-04-18 18:55:00,2553.07
133,2022-04-18 19:00:00,2554.0
134,2022-04-18 19:05:00,2553.63
135,2022-04-18 19:10:00,2553.73
136,2022-04-18 19:15:00,2551.76
137,2022-04-18 19:20:00,2560.0
138,2022-04-18 19:25:00,2556.74
139,2022-04-18 19:30:00,2558.41
140,2022-04-18 19:35:00,2556.645
141,2022-04-18 19:40:00,2559.72
142,2022-04-18 19:45:00,2555.42
143,2022-04-18 19:50:00,2558.86
144,2022-04-18 19:55:00,2554.57
145,2022-04-18 20:00:00,2548.13
146,2022-04-18 20:05:00,2548.67
147,2022-04-18 20:10:00,2549.25
148,2022-04-18 20:15:00,2549.995
149,2022-04-18 20:20:00,2547.0
150,2022-04-18 20:25:00,2545.63
151,2022-04-18 20:30:00,2538.75
152,2022-04-18 20:35:00,2538.075
153,2022-04-18 20:40:00,2538.19
154,2022-04-18 20:45:00,2536.99
155,2022-04-18 20:50:00,2543.04
156,2022-04-18 20:55:00,2553.53
157,2022-04-18 21:25:00,2553.53
158,2022-04-19 14:30:00,2559.13
159,2022-04-19 14:35:00,2551.54
160,2022-04-19 14:40:00,2569.26
161,2022-04-19 14:45:00,2565.26
162,2022-04-19 14:50:00,2575.0
163,2022-04-19 14:55:00,2581.56
164,2022-04-19 15:00:00,2581.0
165,2022-04-19 15:05:00,2583.69
166,2022-04-19 15:10:00,2585.45
167,2022-04-19 15:15:00,2580.885
168,2022-04-19 15:20:00,2580.97
169,2022-04-19 15:25:00,2580.44
170,2022-04-19 15:30:00,2585.43
171,2022-04-19 15:35:00,2586.655
172,2022-04-19 15:40:00,2589.44
173,2022-04-19 15:45:00,2588.16
174,2022-04-19 15:50:00,2587.21
175,2022-04-19 15:55:00,2586.925
